ID,"телефоны, планшеты",автопром,космос,школа
245,0.0,0.26136363636363635,0.7386363636363636,0.0
246,0.6419753086419753,0.3580246913580247,0.0,0.0
247,0.24083769633507854,0.0,0.7591623036649214,0.0
248,0.24083769633507854,0.0,0.7591623036649214,0.0
249,0.35786953919808495,0.2661081188908837,0.3760223419110313,0.0
250,1.0,0.0,0.0,0.0
251,0.46691176470588236,0.0,0.0,0.5330882352941176
252,0.30952380952380953,0.6904761904761905,0.0,0.0
253,0.0,1.0,0.0,0.0
254,0.13243238530350324,0.14771304514621517,0.4174499101958254,0.3024046593544562
255,0.4727272727272727,0.5272727272727273,0.0,0.0
256,0.0,0.0,0.0,0.0
257,0.0,0.0,0.0,1.0
258,0.30455635491606714,0.0,0.0,0.6954436450839329
259,0.30455635491606714,0.0,0.0,0.6954436450839329
260,0.18309859154929575,0.8169014084507042,0.0,0.0
261,0.4727272727272727,0.5272727272727273,0.0,0.0
262,0.0,1.0,0.0,0.0
263,0.09132526614389869,0.20372559370562016,0.28787312154055017,0.417076018609931
264,0.30455635491606714,0.0,0.0,0.6954436450839329
265,0.4727272727272727,0.5272727272727273,0.0,0.0
266,0.0,0.0,0.0,0.0
267,0.30455635491606714,0.0,0.0,0.6954436450839329
268,0.4727272727272727,0.5272727272727273,0.0,0.0
269,0.4727272727272727,0.5272727272727273,0.0,0.0
270,0.5678092399403875,0.0,0.0,0.43219076005961254
271,1.0,0.0,0.0,0.0
272,0.0,0.3281653746770026,0.0,0.6718346253229974
273,0.42630547139547315,0.23774728212439852,0.3359472464801283,0.0
274,0.0,1.0,0.0,0.0
275,0.31910352187833513,0.17796157950907152,0.5029348986125933,0.0
276,0.0,1.0,0.0,0.0
277,0.6419753086419753,0.3580246913580247,0.0,0.0
278,0.22733218588640275,0.25356282271944924,0.0,0.519104991394148
279,0.0,0.0,0.0,1.0
280,0.0,0.3281653746770026,0.0,0.6718346253229974
281,0.0,0.0,0.5799086757990868,0.4200913242009132
282,1.0,0.0,0.0,0.0
283,0.0,0.0,0.5799086757990868,0.4200913242009132
284,0.0,0.0,0.0,0.0
285,0.0,0.0,0.0,0.0
286,0.0,0.0,0.0,0.0
287,0.6419753086419753,0.3580246913580247,0.0,0.0
288,0.0,0.0,0.0,0.0
289,0.4727272727272727,0.5272727272727273,0.0,0.0
290,0.0,0.0,0.0,1.0
291,0.0,0.0,0.0,1.0
292,1.0,0.0,0.0,0.0
293,0.5678092399403875,0.0,0.0,0.43219076005961254
294,0.30952380952380953,0.6904761904761905,0.0,0.0
295,0.0,0.26136363636363635,0.7386363636363636,0.0
296,0.0,0.0,0.0,0.0
297,0.0,0.15032679738562094,0.8496732026143791,0.0
298,0.4727272727272727,0.5272727272727273,0.0,0.0
299,0.4727272727272727,0.5272727272727273,0.0,0.0
300,0.0,0.0,0.0,0.0
301,0.18984126984126984,0.21174603174603177,0.5984126984126984,0.0
302,0.4727272727272727,0.5272727272727273,0.0,0.0
303,0.0,0.0,0.0,0.0
304,0.0,1.0,0.0,0.0
305,0.23008849557522124,0.7699115044247787,0.0,0.0
306,0.0,1.0,0.0,0.0
307,0.4727272727272727,0.5272727272727273,0.0,0.0
308,0.0,1.0,0.0,0.0
309,1.0,0.0,0.0,0.0
310,0.0,0.26136363636363635,0.7386363636363636,0.0
311,0.0,1.0,0.0,0.0
312,0.4727272727272727,0.5272727272727273,0.0,0.0
313,0.4727272727272727,0.5272727272727273,0.0,0.0
314,0.0,1.0,0.0,0.0
315,1.0,0.0,0.0,0.0
316,0.0,0.0,1.0,0.0
317,1.0,0.0,0.0,0.0
318,0.0,0.0,0.0,0.0
319,0.0,1.0,0.0,0.0
320,0.0,0.0,0.0,1.0
321,0.6419753086419753,0.3580246913580247,0.0,0.0
322,0.0,0.0,1.0,0.0
323,0.0,0.0,0.0,1.0
324,0.0,1.0,0.0,0.0
325,0.12824297032779244,0.28608047226969086,0.0,0.5856765574025167
326,0.0,0.0,0.0,0.0
327,0.0,0.0,0.0,0.0
328,0.0,0.3281653746770026,0.0,0.6718346253229974
329,0.0,0.0,0.0,0.0
330,0.0,0.0,0.0,1.0
331,0.30455635491606714,0.0,0.0,0.6954436450839329
332,0.24083769633507854,0.0,0.7591623036649214,0.0
333,0.0,0.0,0.0,0.0
334,0.0,0.0,0.0,1.0
335,0.3881856540084388,0.0,0.6118143459915611,0.0
336,0.0,0.0,1.0,0.0
337,0.0,1.0,0.0,0.0
338,0.31910352187833513,0.17796157950907152,0.5029348986125933,0.0
339,0.16663101299219898,0.0,0.26262496612900926,0.5707440208787917
340,0.0,1.0,0.0,0.0
341,1.0,0.0,0.0,0.0
342,0.17963224893917965,0.0,0.0,0.8203677510608204
343,1.0,0.0,0.0,0.0
344,0.0,0.0,0.0,0.0
345,1.0,0.0,0.0,0.0
346,0.0,0.19629057187017002,0.0,0.8037094281298299
347,0.4727272727272727,0.5272727272727273,0.0,0.0
348,0.0,1.0,0.0,0.0
349,1.0,0.0,0.0,0.0
350,0.0,1.0,0.0,0.0
351,0.30455635491606714,0.0,0.0,0.6954436450839329
352,0.1496487650124632,0.16691593020620893,0.0,0.6834353047813279
353,0.23534041715859896,0.3937426210153483,0.3709169618260527,0.0
354,0.11469069635039363,0.0,0.36152502110450163,0.5237842825451048
355,0.11469069635039363,0.0,0.36152502110450163,0.5237842825451048
356,0.0,0.3281653746770026,0.0,0.6718346253229974
357,1.0,0.0,0.0,0.0
358,0.30455635491606714,0.0,0.0,0.6954436450839329
359,0.4727272727272727,0.5272727272727273,0.0,0.0
360,0.0,1.0,0.0,0.0
361,0.30952380952380953,0.6904761904761905,0.0,0.0
362,0.0,0.0,0.0,0.0
363,0.0,0.19629057187017002,0.0,0.8037094281298299
364,0.30455635491606714,0.0,0.0,0.6954436450839329
365,0.30455635491606714,0.0,0.0,0.6954436450839329
366,0.0,0.0,0.0,0.0
367,0.3704493184495428,0.20659673528916814,0.0,0.42295394626128907
368,0.4727272727272727,0.5272727272727273,0.0,0.0
369,0.4727272727272727,0.5272727272727273,0.0,0.0
370,0.13336306868867082,0.4462533452274755,0.4203835860838537,0.0
