ID,спортивные праздники,спортивные соревнования,"хоккей, футбол",международные мероприятия
201,0.5087548638132295,0.0,0.4912451361867704,0.0
202,0.0,0.0,1.0,0.0
203,1.0,0.0,0.0,0.0
204,0.0,0.2,0.0,0.8
205,0.0,1.0,0.0,0.0
206,0.0,0.0,1.0,0.0
207,0.0,0.0,1.0,0.0
208,0.0,0.0,1.0,0.0
209,0.0,0.6679438058748404,0.3320561941251596,0.0
210,0.0,0.0,1.0,0.0
211,0.0,0.0,0.0,0.0
212,1.0,0.0,0.0,0.0
213,0.0,0.0,0.0,0.0
214,0.0,0.0,0.0,0.0
215,0.0,0.0,1.0,0.0
216,0.0,0.0,1.0,0.0
217,0.0,0.5728368017524644,0.4271631982475356,0.0
218,0.0,0.0,1.0,0.0
219,0.0,0.0,1.0,0.0
220,0.0,0.0,1.0,0.0
221,0.0,0.0,0.0,0.0
222,0.0,1.0,0.0,0.0
223,0.0,0.0,1.0,0.0
224,0.0,0.0,1.0,0.0
225,0.0,0.0,1.0,0.0
226,0.0,0.0,0.27158774373259054,0.7284122562674095
227,0.0,0.0,1.0,0.0
228,0.6331719128329298,0.0,0.36682808716707027,0.0
229,0.0,0.0,0.0,0.0
230,0.0,0.0,0.0,0.0
231,0.8381410256410257,0.0,0.16185897435897434,0.0
232,0.0,0.0,0.0,0.0
233,0.0,0.8009188361408882,0.19908116385911176,0.0
234,0.0,0.3078281341965862,0.0765155974102413,0.6156562683931724
235,0.0,0.0,1.0,0.0
236,0.0,0.0,0.27158774373259054,0.7284122562674095
237,0.3922507543283737,0.3047486629781981,0.3030005826934283,0.0
238,0.0,0.6679438058748404,0.3320561941251596,0.0
239,0.7213793103448276,0.0,0.27862068965517245,0.0
240,0.7213793103448276,0.0,0.27862068965517245,0.0
241,0.0,0.0,0.27158774373259054,0.7284122562674095
242,0.0,0.8894557823129252,0.11054421768707483,0.0
243,0.0,1.0,0.0,0.0
244,0.507603980797802,0.3943692466198308,0.09802677258236711,0.0
245,1.0,0.0,0.0,0.0
246,0.5627705627705628,0.0,0.0,0.43722943722943725
247,1.0,0.0,0.0,0.0
248,0.0,0.0,1.0,0.0
249,0.0,0.0,1.0,0.0
250,0.0,0.23569175304191078,0.2929247408742677,0.47138350608382157
251,0.0,0.50143815915628,0.49856184084372,0.0
252,0.0,0.3078281341965862,0.0765155974102413,0.6156562683931724
253,0.8381410256410257,0.0,0.16185897435897434,0.0
254,0.8381410256410257,0.0,0.16185897435897434,0.0
255,0.0,1.0,0.0,0.0
256,0.0,0.0,1.0,0.0
257,0.0,0.0,1.0,0.0
258,0.0,0.0,1.0,0.0
259,1.0,0.0,0.0,0.0
260,1.0,0.0,0.0,0.0
261,0.0,0.0,0.0,0.0
262,0.0,0.5728368017524644,0.4271631982475356,0.0
263,0.4632418069087688,0.0,0.5367581930912312,0.0
264,0.0,0.0,1.0,0.0
265,0.0,0.8894557823129252,0.11054421768707483,0.0
266,0.0,0.0,0.0,0.0
267,0.5627705627705628,0.43722943722943725,0.0,0.0
268,0.0,0.8009188361408882,0.19908116385911176,0.0
269,0.0,1.0,0.0,0.0
270,0.0,0.0,1.0,0.0
271,0.0,0.4707470747074708,0.05850585058505851,0.4707470747074708
272,0.0,0.0,0.0,0.0
273,0.42439904371328874,0.3297254108849398,0.2458755454017715,0.0
274,0.8381410256410257,0.0,0.16185897435897434,0.0
275,1.0,0.0,0.0,0.0
276,0.0,0.0,1.0,0.0
277,0.0,0.0,0.0,0.0
278,1.0,0.0,0.0,0.0
279,0.9119442022667829,0.0,0.08805579773321709,0.0
280,0.0,0.0,1.0,0.0
281,0.0,0.0,0.0,1.0
282,0.0,0.2859486057955167,0.14215418261344995,0.5718972115910333
283,0.0,0.0,1.0,0.0
284,0.6331719128329298,0.0,0.36682808716707027,0.0
285,0.8381410256410257,0.0,0.16185897435897434,0.0
286,0.0,0.0,1.0,0.0
287,0.6331719128329298,0.0,0.36682808716707027,0.0
288,0.0,0.8009188361408882,0.19908116385911176,0.0
289,1.0,0.0,0.0,0.0
290,0.0,0.0,0.11054421768707483,0.8894557823129252
291,0.0,0.4013814274750576,0.5986185725249424,0.0
292,0.0,0.8894557823129252,0.11054421768707483,0.0
293,0.0,0.0,1.0,0.0
294,1.0,0.0,0.0,0.0
295,0.0,0.0,0.0,0.0
296,0.0,0.0,0.11054421768707483,0.8894557823129252
297,0.0,0.0,0.19908116385911176,0.8009188361408882
298,0.0,0.0,1.0,0.0
299,0.0,0.5728368017524644,0.4271631982475356,0.0
300,0.42439904371328874,0.3297254108849398,0.2458755454017715,0.0
301,0.0,0.0,1.0,0.0
302,0.0,0.0,0.0,0.0
303,0.0,0.5728368017524644,0.4271631982475356,0.0
304,0.0,0.0,1.0,0.0
305,0.0,0.6679438058748404,0.3320561941251596,0.0
306,0.0,0.0,1.0,0.0
307,0.5627705627705628,0.43722943722943725,0.0,0.0
308,0.0,0.6679438058748404,0.3320561941251596,0.0
309,0.0,0.0,1.0,0.0
310,0.6331719128329298,0.0,0.36682808716707027,0.0
311,0.3922507543283737,0.3047486629781981,0.3030005826934283,0.0
312,0.0,0.3333333333333333,0.0,0.6666666666666666
313,0.507603980797802,0.3943692466198308,0.09802677258236711,0.0
314,0.0,1.0,0.0,0.0
315,0.0,0.9234844025897587,0.0765155974102413,0.0
316,0.0,0.0,1.0,0.0
317,0.0,0.0,1.0,0.0
318,0.0,0.0,1.0,0.0
319,0.0,0.0,1.0,0.0
320,0.0,0.0,1.0,0.0
321,0.0,0.0,1.0,0.0
322,0.0,0.8009188361408882,0.19908116385911176,0.0
323,0.0,0.8009188361408882,0.19908116385911176,0.0
324,0.0,0.0,0.0,0.0
325,0.0,0.0,0.0,1.0
326,0.0,0.0,1.0,0.0
327,0.8381410256410257,0.0,0.16185897435897434,0.0
328,0.0,0.0,0.0,1.0
329,0.0,1.0,0.0,0.0
330,0.0,0.0,1.0,0.0
331,0.0,0.6679438058748404,0.3320561941251596,0.0
332,0.0,0.0,1.0,0.0
333,0.0,0.0,0.0,0.0
334,0.0,0.0,0.0,0.0
335,0.0,0.8894557823129252,0.11054421768707483,0.0
336,0.0,0.0,0.0,0.0
337,0.0,1.0,0.0,0.0
338,0.7213793103448276,0.0,0.27862068965517245,0.0
339,0.0,0.3333333333333333,0.0,0.6666666666666666
340,0.0,0.0,0.0,1.0
341,0.0,0.6679438058748404,0.3320561941251596,0.0
342,0.0,0.0,1.0,0.0
343,0.0,0.0,0.0,0.0
344,0.0,0.8009188361408882,0.19908116385911176,0.0
345,0.0,0.8894557823129252,0.11054421768707483,0.0
346,0.0,0.0,0.0,1.0
347,0.0,0.0,0.0,0.0
348,0.0,0.6679438058748404,0.3320561941251596,0.0
349,0.0,0.0,0.0,0.0
350,0.9119442022667829,0.0,0.08805579773321709,0.0
351,0.0,0.8009188361408882,0.19908116385911176,0.0
352,0.0,1.0,0.0,0.0
353,0.0,0.0,1.0,0.0
354,0.0,0.0,0.0,0.0
355,0.0,0.0,1.0,0.0
356,0.0,0.0,1.0,0.0
357,0.0,1.0,0.0,0.0
358,0.0,0.0,1.0,0.0
359,1.0,0.0,0.0,0.0
360,0.0,0.0,0.0,0.0
361,0.39156626506024095,0.608433734939759,0.0,0.0
362,0.0,0.0,0.0,0.0
363,0.0,0.0,0.0,0.0
364,0.0,0.0,0.0,0.0
365,1.0,0.0,0.0,0.0
366,0.0,0.0,1.0,0.0
367,0.0,0.0,0.0,0.0
368,0.8381410256410257,0.0,0.16185897435897434,0.0
369,0.0,0.0,0.11054421768707483,0.8894557823129252
370,0.0,0.0,1.0,0.0
