ID,lvl1_наука_и_техника,lvl1_политика,lvl1_силовые_структуры,lvl1_экономика_и_финансы,lvl1_медиа,lvl1_спорт,lvl1_происшествия,lvl1_бизнес,lvl1_общество_и_путешествия,lvl1_культура
0,0.08024011719893322,0.22329769065731322,0.0,0.1486051566891395,0.03570087862735159,0.0,0.0,0.0,0.36574504246283646,0.1464111143644259
1,0.021727464381643267,0.20216837650602115,0.0052678775024089745,0.12014465857877368,0.021577197425827477,0.02160047757143485,0.0,0.0,0.47343175450319963,0.134082193530691
2,0.023787302119879887,0.17141483430514906,0.048726056684057724,0.12816630964188774,0.18222681426240916,0.04364087619144524,0.0,0.0,0.387736441867389,0.014301364927782261
3,0.013308789540111079,0.41404494938089714,0.025533170147281747,0.007150142118248739,0.028118791391876837,0.0,0.0,0.0,0.39687160865314364,0.11497254876844076
4,0.0,0.3779910684107034,0.0,0.1377151527458092,0.042710008550211356,0.034268492473421515,0.0,0.0,0.12910738951816417,0.2782078883016905
5,0.0,0.1495330719893346,0.02381766116911409,0.11826987222532691,0.053703670904186894,0.1713563591881088,0.0,0.0,0.39763710031205796,0.08568226421187093
6,0.17959047670515912,0.27859033113220405,0.0,0.12096779405539487,0.10769832091831091,0.0,0.0,0.0,0.29831910630267705,0.014833970886253918
7,0.3122775197665575,0.12012087995858624,0.049802569693689146,0.0209688388765914,0.058540256236091534,0.03011116502254496,0.0,0.0,0.32739997519319636,0.08077879525274292
8,0.17250814917018212,0.17393491972138256,0.022221273582965478,0.14579801523515695,0.03464529186296308,0.0,0.0,0.0,0.28435936107661036,0.16653298935073946
9,0.05229350841387771,0.2302770529733709,0.01753005363471317,0.05026491139154946,0.04252983778580167,0.0884549173219248,0.0,0.0,0.4748327349824057,0.04381698349635665
10,0.12874548379712478,0.19928473118025009,0.0,0.08990853695406231,0.017579843104584946,0.08917528861011195,0.0,0.01548521434916349,0.34392959866175665,0.11589130334294569
11,0.1626166107942251,0.1314421011490736,0.055324853508882686,0.21756432584981947,0.05680129231469494,0.09115491694721943,0.0,0.0,0.23119197949799658,0.053903919938088254
12,0.0050849290977665615,0.223300785646717,0.0010461152833260944,0.16103401023871902,0.03988409464172524,0.04688604857529275,0.0,0.0,0.4927942706807266,0.02996974583572678
13,0.04268022361625213,0.21377685601610869,0.0023892459318380225,0.1803211131777722,0.0737121007285657,0.0162312814173294,0.0,0.04631163350474125,0.4245775456073926,0.0
14,0.08040121229739902,0.19463261961606107,0.0,0.10079848927338843,0.05336286905683078,0.0,0.02163288167690501,0.0,0.35306203900829874,0.19610988907111676
15,0.25066663221275176,0.09824181790887347,0.0014713902064574383,0.05524910586473616,0.05874062467726187,0.10938429049789322,0.0,0.0,0.3141034831709113,0.11214265546111478
16,0.11995839634338729,0.2824190164453962,0.041990771180511595,0.08533574055467259,0.018711574452435195,0.06097331199121753,0.0,0.0,0.3763934501568012,0.0142177388755783
17,0.04270713857936581,0.10481265283909,0.0,0.0731281352743641,0.022285909213809477,0.0,0.0,0.0,0.6395287507015749,0.11753741339179563
18,0.04654830247942614,0.24445153460532387,0.0,0.08294367518354108,0.08121657980521402,0.006018936216585418,0.0,0.0,0.4023763946677928,0.1364445770421166
19,0.1285801002637943,0.14394140784848877,0.0,0.12021459004285895,0.03923561519487535,0.11417135349408836,0.0,0.0,0.32287971288409273,0.13097722027180148
20,0.05923417231495897,0.24698710361035064,0.02583635751257625,0.11028250168654408,0.0,0.11874286695323483,0.0,0.0,0.24193987964905106,0.19697711827328418
21,0.0,0.3486338888619353,0.0,0.002600042347178761,0.030675172634731674,0.03636806831229959,0.0,0.0,0.42707268289437333,0.15465014494948134
22,0.0,0.26608571471734416,0.04474650472557936,0.0934173062498945,0.015851220728903177,0.09462484340819267,0.0,0.0,0.4639589341284402,0.021315476041645867
23,0.06218748730908723,0.1926697513637786,0.0,0.027441242752573845,0.09392026971085435,0.0,0.0,0.0,0.5672268584608653,0.05655439040284063
24,0.0666303184816774,0.19333468292000158,0.0012118487439607855,0.1560607627045094,0.02289216860191593,0.02621555633443381,0.047203918614923394,0.06473215471885727,0.3275950830411655,0.09412350583855507
25,0.0,0.17227165092989968,0.049849436865319334,0.11225096652975403,0.0636088980102577,0.07404712803085305,0.0,0.0,0.3784581850974917,0.14951373453642455
26,0.13087347580629677,0.12336147388362444,0.0,0.1695118237399179,0.09324304298625978,0.05159583186106328,0.0,0.0,0.3209580920280221,0.11045625969481564
27,0.20855718190749273,0.1795891007708583,0.0,0.09673633128944228,0.02221762296473634,0.0,0.0,0.0,0.39938495649864486,0.09351480656882545
28,0.0446663211355983,0.14958328949582733,0.057560926417926,0.13352579379826707,0.02764095558799406,0.0784006963093966,0.0,0.018630416047032704,0.4545165559067167,0.035475045301241286
29,0.059383284323260906,0.2941166490884411,0.0,0.08651793882332687,0.06003770097759697,0.0,0.0,0.0,0.30174045447021947,0.1982039723171548
30,0.06998736097589107,0.11589809897671767,0.0,0.0417706144931259,0.07446976058548758,0.0305369845140382,0.0,0.0,0.5880283080970925,0.07930887235764712
31,0.11430542951077322,0.20905347652817763,0.029778462255278044,0.06908333271240098,0.10045272144697333,0.06292606376726166,0.0,0.0,0.3100959520074474,0.10430456177168775
32,0.04691099063814279,0.17384557231843925,0.0,0.04699694417531463,0.0644401687060373,0.0,0.0,0.06261682320123402,0.46594335354966254,0.1392461474111695
33,0.02989214255526954,0.13352329369738503,0.0,0.11079995970347237,0.02366116802514427,0.06476799750662682,0.0,0.0,0.5723147666725089,0.06504067183959304
34,0.007465524880111391,0.14718919831489763,0.01665090086636574,0.05563093398145993,0.0,0.07707732509561886,0.0,0.0,0.550886970867598,0.14509914599394846
35,0.09985747522515273,0.19401674992280485,0.04359396910263359,0.13133755370354805,0.07386088566870741,0.06770173214895994,0.0,0.0,0.3806856891391379,0.00894594508905551
36,0.04256684866082193,0.24498499180513805,0.045163520996136415,0.05290225518692019,0.015444116898522054,0.07297705147428374,0.0,0.0,0.4636729052600197,0.06228830971815795
37,0.06984631874914753,0.16687790485041548,0.04751741480989851,0.12035815812741048,0.022074657835121563,0.083247042772782,0.0,0.0,0.44687596341642377,0.04320253943880067
38,0.1008093839451735,0.26279482963398815,0.0038304842361451554,0.05358994257903168,0.04710621797371487,0.0,0.0,0.0,0.391394614564188,0.14047452706775873
39,0.1559767279265532,0.06904567808413115,0.030240977680904075,0.15862527037933036,0.040406860238750945,0.20872568067351116,0.0,0.0,0.25116829401342733,0.0858105110033918
40,0.0706467607073817,0.12964473266578047,0.012014699302475356,0.057289080353642226,0.0,0.0013094270198635608,0.0,0.04311652506768191,0.6363398154610074,0.04963895942216734
41,0.0,0.09681449248529499,0.0,0.11269490974875687,0.01141520099166955,0.0,0.0,0.0,0.6191901958799692,0.1598852008943094
42,0.12313428621590207,0.2663361713119964,0.0010337949315754869,0.09055267857727844,0.07620660224693683,0.006913686769159265,0.0,0.0,0.29020537551259146,0.14561740443456
43,0.20983744818882993,0.27632353440197005,0.032724522803557886,0.11003650497444457,0.15452326725108376,0.03856556596375061,0.0,0.0,0.14443702623124294,0.03355213018512028
44,0.062206610650102676,0.1528406184799939,0.12131161516250094,0.058541047883473266,0.030696929166834766,0.09235814387453908,0.0,0.0,0.34324396804719637,0.13880106673535894
45,0.15498609580735867,0.1678061676934767,0.0059359491057899,0.04905360429802241,0.12359658810899665,0.02480005187064795,0.0,0.0,0.31242567741150046,0.16139586570420716
46,0.031902600668219906,0.17542703202707624,0.0,0.043844275841693016,0.1002221176250065,0.0016536452082637728,0.0,0.0,0.22995765187548237,0.4169926767542583
47,0.08668500213375857,0.12474993856656852,0.0,0.04731332588958607,0.012147481282319435,0.3555872853703661,0.0,0.0,0.23618718750907677,0.13732977924832454
48,0.14451507050868687,0.14695938636214317,0.002107193981301155,0.04261928389091362,0.06124724743551367,0.12534437968617698,0.0,0.0,0.39413959022005585,0.0830678479152087
49,0.0338842750910656,0.2393393390321817,0.0,0.05043754318817367,0.09258626906754677,0.05541694427112151,0.0,0.0,0.3567178121834655,0.17161781716644514
50,0.035880903964783696,0.3008098506457161,0.03642514750510087,0.04461679774167031,0.021005505351481157,0.06867062554714455,0.0,0.0,0.38677217671457087,0.10581899252953247
51,0.1718316979385022,0.17419441084000792,0.0,0.0434557561320882,0.03804050177348285,0.05969654211987666,0.0,0.0,0.3278745257563034,0.18490656543973882
52,0.019967113600048842,0.1258104085712179,0.0,0.022057045459987018,0.09680414040706545,0.041734992641224586,0.0,0.0,0.5841380832249528,0.10948821609550344
53,0.07272950666903674,0.27480876266601534,0.08758824164612264,0.14647167645815726,0.0,0.02983199132012164,0.0,0.0,0.30987260942660916,0.0786972118139373
54,0.0,0.134350377021489,0.0024895345709095734,0.24164819827686748,0.2085394640868651,0.05066392745495618,0.0,0.0,0.2802629275156243,0.08204557107328841
55,0.173924395230391,0.15274608649602073,0.03065469152702797,0.10243814361680356,0.06025822409167809,0.1443603868799245,0.0,0.033729613592636154,0.25944578154779285,0.04244267701772522
56,0.08283228496884966,0.22949383243771188,0.0,0.13558536610950375,0.036154009898989134,0.08259850089065988,0.0,0.0,0.3879929690891561,0.04534303660512968
57,0.08666493413629549,0.21946961410661675,0.04165462776501637,0.17668148120768223,0.0,0.039052996874957294,0.0,0.0,0.34278557440565527,0.09369077150377648
58,0.09615685505628982,0.09264143947028661,0.0,0.1316391645354632,0.031425570962576185,0.0,0.0,0.0,0.4956960667104711,0.15244090326491302
59,0.18014608308785715,0.12267788465801485,0.0,0.14986252587398458,0.0017759040134876093,0.03838688414233569,0.0,0.0,0.42995805650303986,0.07719266172128035
60,0.019367512907197,0.1729940654018045,0.0,0.21810945457187886,0.061711407240634016,0.06667049582032647,0.0,0.0,0.3669183558005788,0.09422870825758024
61,0.017437970648881383,0.20196617881693077,0.03258481494782434,0.16672529605522077,0.04716923697973668,0.0,0.0,0.0,0.4918782834204001,0.04223821913100598
62,0.08060253266333153,0.16351283387369953,0.0017989313846829803,0.16496095112704126,0.05874206859841431,0.014530906228047336,0.0,0.0,0.37425438485866885,0.14159739126611431
63,0.002220494589710638,0.2083607621150722,0.0,0.09875860343835927,0.077700348083426,0.09488328208436575,0.0,0.0,0.27639475362846316,0.24168175606060296
64,0.0,0.04795566661058374,0.02037901435479919,0.11387459817295399,0.027217114934279814,0.13902249002040637,0.0,0.023620479686112205,0.45770379035017916,0.17022684587068554
65,0.0,0.2685760170201745,0.0,0.1474815985939299,0.026513867433403185,0.0506705175193647,0.0,0.0,0.4143215307809097,0.09243646865221804
66,0.028973087252889218,0.23001302336492443,0.0,0.0919983315248295,0.10721487646336986,0.06516893569846202,0.0,0.0,0.345519022381358,0.13111272331416687
67,0.14167451839382555,0.07743503457252678,0.11601565605753468,0.0,0.09549258513192566,0.20630364323826061,0.0,0.0,0.36307856260592664,0.0
68,0.16430522409729242,0.06847118632196073,0.04612205731694987,0.002766886407027742,0.046869739245745126,0.12093992158760325,0.0,0.0,0.49951053006267687,0.05101445496074398
69,0.12178748451297898,0.04097231312294924,0.0,0.10045343109487988,0.018340756862529978,0.052695419378859285,0.0,0.0,0.5078891745931443,0.1578614204346584
70,0.011082136382139658,0.2733263746103573,0.0,0.07671772836985637,0.04386075267236497,0.022836751128087945,0.0,0.0,0.3904967136569686,0.18167954318022514
71,0.04654118705501978,0.0918472182340221,0.0335592345750335,0.0034190912943034162,0.019620563958454126,0.0,0.0,0.0,0.6291677089945651,0.17584499588860203
72,0.04377501980492536,0.2060535343527038,0.0037194549759947356,0.15082607195498468,0.042505977451685203,0.05379513334308766,0.0,0.0,0.40825647712291546,0.09106833099370315
73,0.03273753839334852,0.06678103197619337,0.0016054241380151443,0.06637078674597559,0.04312175003779078,0.06961117317987464,0.0,0.0,0.4944655605120474,0.22530673501675452
74,0.00186316623523439,0.33608426347782194,0.0,0.1497935041243491,0.06738120629889092,0.026124292059331793,0.0,0.0,0.2506015340191316,0.1681520337852403
75,0.0,0.08264281314901885,0.025949141470497566,0.021507763602739167,0.1769909103812565,0.33679616167600823,0.0,0.0,0.2504832890044069,0.10562992071607269
76,0.06835958622715692,0.12367654633651613,0.02946641919644207,0.07881218062706258,0.08688307394336002,0.11540108502904188,0.0,0.0,0.33981537242393345,0.15758573621648697
77,0.07185361816951735,0.17268201588268262,0.0,0.032657759701438714,0.029672725158807842,0.0673722978701859,0.03176562087508168,0.0,0.5132755944101269,0.080720367932159
78,0.0,0.15524704903823652,0.0,0.007073631633539629,0.08947004944322046,0.1512844667094906,0.0,0.0,0.45290597116241377,0.144018832013099
79,0.15887556508551404,0.0,0.0,0.07566186121330795,0.1769492048151755,0.14920521365447273,0.0,0.0,0.3571201577708977,0.08218799746063206
80,0.0,0.08183910168482827,0.07388724394674101,0.14095275195957674,0.06120947571000105,0.12489179983519368,0.0,0.0,0.40833074675721914,0.10888888010644018
81,0.043336933602828524,0.1740483239343693,0.08432766744371914,0.20628015954555934,0.07067792887464334,0.03636641550875317,0.0,0.0,0.3613584249297535,0.02360414616037371
82,0.07777938407271719,0.07032498448302099,0.03021629413848448,0.0454689032714909,0.11384529659187345,0.06605560792825357,0.0,0.0,0.4680726483778415,0.12823688113631793
83,0.31524928595182994,0.09981653265800824,0.0,0.04813197679442727,0.055128382245440644,0.14422026070746832,0.0,0.0,0.33405456443745424,0.003398997205371328
84,0.12063734773445767,0.18653746306208208,0.01980462435641873,0.06909494630082094,0.07103933280732004,0.09432495367065732,0.0,0.0,0.27304856611402184,0.16551276595422143
85,0.06705319027202632,0.1899893754489833,0.0,0.1533399758711473,0.043655833546547555,0.0020128326060946822,0.0,0.042855265382051824,0.3684866280946118,0.13260689877853718
86,0.08693782118605864,0.16288529903343163,0.0,0.14418369057831495,0.0,0.02877223010552584,0.0,0.0,0.4733204197309281,0.10390053936574085
