ID,бизнес,культура,медиа,наука_и_техника,общество_и_путешествия,политика,происшествия,силовые_структуры,спорт,экономика_и_финансы
322,4.0,172.0,67.0,44.0,539.0,255.0,8.0,35.0,164.0,183.0
323,13.0,86.0,49.0,27.0,393.0,183.0,4.0,20.0,63.0,135.0
324,11.0,144.0,66.0,41.0,523.0,171.0,2.0,39.0,62.0,224.0
325,22.0,289.0,124.0,103.0,1065.0,438.0,8.0,66.0,131.0,445.0
326,29.0,452.0,186.0,152.0,1945.0,743.0,19.0,102.0,256.0,773.0
327,57.0,457.0,191.0,174.0,1826.0,738.0,24.0,116.0,283.0,799.0
328,52.0,583.0,149.0,155.0,1874.0,768.0,3.0,97.0,278.0,749.0
329,43.0,665.0,157.0,178.0,1806.0,736.0,1.0,199.0,256.0,684.0
330,39.0,676.0,137.0,207.0,1841.0,750.0,18.0,96.0,239.0,722.0
331,18.0,594.0,153.0,201.0,1914.0,714.0,6.0,71.0,243.0,721.0
332,37.0,590.0,179.0,217.0,1849.0,789.0,4.0,69.0,236.0,633.0
333,16.0,422.0,178.0,169.0,1598.0,711.0,9.0,88.0,218.0,487.0
334,5.0,271.0,125.0,97.0,1004.0,473.0,9.0,65.0,179.0,304.0
335,10.0,150.0,67.0,43.0,518.0,305.0,9.0,44.0,92.0,165.0
336,7.0,96.0,54.0,50.0,493.0,234.0,10.0,49.0,50.0,171.0
337,34.0,188.0,83.0,107.0,873.0,386.0,9.0,68.0,83.0,307.0
338,34.0,444.0,184.0,225.0,1896.0,845.0,7.0,117.0,208.0,746.0
339,30.0,453.0,136.0,219.0,1903.0,794.0,19.0,110.0,222.0,816.0
340,41.0,539.0,140.0,206.0,1842.0,811.0,0.0,85.0,202.0,842.0
341,65.0,547.0,143.0,245.0,1834.0,842.0,1.0,101.0,237.0,755.0
342,34.0,541.0,166.0,288.0,1732.0,839.0,1.0,170.0,225.0,750.0
343,57.0,576.0,113.0,232.0,1601.0,731.0,3.0,98.0,222.0,680.0
344,33.0,600.0,141.0,220.0,1559.0,671.0,16.0,90.0,236.0,650.0
345,15.0,417.0,157.0,166.0,1496.0,710.0,13.0,98.0,223.0,591.0
346,6.0,256.0,104.0,93.0,1026.0,456.0,5.0,60.0,159.0,306.0
347,7.0,130.0,62.0,47.0,479.0,282.0,11.0,33.0,78.0,176.0
348,11.0,99.0,50.0,55.0,420.0,248.0,3.0,32.0,46.0,165.0
349,15.0,161.0,76.0,81.0,766.0,310.0,8.0,33.0,53.0,288.0
350,25.0,421.0,116.0,169.0,1629.0,699.0,9.0,69.0,172.0,703.0
351,31.0,492.0,120.0,230.0,1911.0,781.0,15.0,92.0,217.0,815.0
352,56.0,547.0,116.0,220.0,1879.0,787.0,4.0,88.0,216.0,823.0
353,54.0,575.0,122.0,263.0,1971.0,765.0,1.0,94.0,198.0,701.0
354,28.0,613.0,134.0,217.0,1877.0,850.0,1.0,78.0,146.0,781.0
355,32.0,628.0,125.0,267.0,1796.0,886.0,0.0,68.0,202.0,721.0
356,41.0,540.0,131.0,198.0,1666.0,761.0,10.0,81.0,219.0,686.0
357,9.0,397.0,123.0,171.0,1320.0,743.0,22.0,77.0,198.0,629.0
358,9.0,231.0,125.0,109.0,861.0,477.0,2.0,53.0,123.0,309.0
359,1.0,135.0,68.0,51.0,477.0,241.0,5.0,27.0,57.0,188.0
360,5.0,107.0,42.0,52.0,472.0,183.0,4.0,24.0,46.0,176.0
361,19.0,228.0,71.0,124.0,888.0,328.0,5.0,60.0,85.0,327.0
362,46.0,453.0,151.0,264.0,1793.0,835.0,6.0,97.0,192.0,854.0
363,26.0,541.0,149.0,295.0,1832.0,767.0,18.0,81.0,168.0,816.0
364,50.0,611.0,126.0,252.0,1657.0,660.0,1.0,87.0,199.0,802.0
365,43.0,612.0,159.0,272.0,1645.0,648.0,2.0,80.0,173.0,737.0
366,41.0,590.0,161.0,257.0,1938.0,732.0,2.0,84.0,195.0,740.0
367,39.0,612.0,162.0,255.0,1797.0,805.0,1.0,77.0,212.0,757.0
368,25.0,306.0,201.0,190.0,1670.0,754.0,5.0,73.0,199.0,583.0
369,4.0,289.0,160.0,150.0,1367.0,526.0,11.0,38.0,199.0,383.0
370,7.0,251.0,99.0,139.0,889.0,381.0,3.0,27.0,189.0,292.0
