ID,lvl1_культура,lvl1_экономика_и_финансы,lvl1_спорт,lvl1_наука_и_техника,lvl1_медиа,lvl1_бизнес,lvl1_происшествия,lvl1_силовые_структуры,lvl1_общество_и_путешествия,lvl1_политика
0,0.09053415398809304,0.11437289260999654,0.04490241226989268,0.059335178526454174,0.04955261905610744,0.018778022940545844,0.002813810447992888,0.017840638707989874,0.392947079976525,0.20892319147640245
1,0.08796424742641162,0.1223016101036948,0.060794785628791134,0.05592174277679494,0.03594429601875348,0.01306988518221596,0.002972117812534601,0.018397448628320615,0.4154355426870197,0.1871983237354631
2,0.11477032596094745,0.1211344525706148,0.04365847620592623,0.05220268091011105,0.027929634838015468,0.019899850571510648,0.0,0.010523763618496914,0.4089853401050984,0.20089547521927914
3,0.0931184039876028,0.15318858411619288,0.0409757322086004,0.04657377342519205,0.04107045610829986,0.02122321483204056,0.0013635807820680695,0.010375465225476692,0.367627529394336,0.22448325992019072
4,0.08481669824447947,0.20128161009837903,0.055320252427364304,0.039851196312836526,0.038739975056983754,0.012889857244967244,0.0017176365807080258,0.011957975727160125,0.3664602131532491,0.18696458515387254
5,0.09153638573099453,0.17503784097081185,0.0524723150604513,0.04837510334948197,0.035863175102784514,0.01074175885283082,0.0,0.011426580538027285,0.3943088253551916,0.18023801503942616
6,0.09030789462913123,0.18001089289009353,0.04793999299109405,0.04799838350840409,0.03715423725626426,0.023691695909536778,0.0007331276243274248,0.012614758579123007,0.3933143644285699,0.16623465218345582
7,0.11411623680706735,0.162847644096206,0.06529239040741644,0.043228426995210165,0.03098750124260266,0.01562322036027765,0.0004478412582035719,0.011307720874781909,0.3942314196206182,0.16191759833761615
8,0.13586281743392206,0.15940789697073304,0.04714866007369898,0.037255432957958384,0.03403576164514716,0.018433154678047767,0.00021605194532742944,0.015257524520450726,0.4114055046181496,0.14097719515656476
9,0.16245500976278274,0.15323609743162175,0.054466437780566465,0.04116799279909897,0.029519582379887808,0.023173155710206814,0.00028016310701419806,0.01473007041840064,0.3855126212988278,0.13545886931159287
10,0.15123277542207428,0.15263597922489439,0.054266921513724836,0.0334402513964745,0.044229884000989476,0.01535663825548111,0.0007848989500928914,0.013840218103431041,0.38926940133345855,0.14494303179937879
11,0.13555371897585528,0.1691938681201293,0.05050408235896866,0.03301714130918902,0.03398748679583293,0.019475345668794088,0.001066542262789453,0.015508073149229452,0.3917050057753719,0.14998873558383996
12,0.12385914643601609,0.1425302054499702,0.0605332890431131,0.034736496866623674,0.04240304329477803,0.01611857126584801,0.0012322518448709089,0.010504723883304218,0.41992473531736285,0.14815753659811293
13,0.13165183203466108,0.14607623163105182,0.05976022922396365,0.032774501019049586,0.030682770087489358,0.018015385833819984,0.00023162343031881742,0.015111261167978795,0.4229624775773093,0.14273368799435754
14,0.1337155517008182,0.12920032384002336,0.05913960270157725,0.036318530461713974,0.04526156795203628,0.01764511254863725,0.0006776303712284726,0.016689152910863873,0.4207030296032056,0.14064949790989567
15,0.13782308219525105,0.11713430679179984,0.06272618130034607,0.03609472884439194,0.030840193330683364,0.014475798215129452,0.0,0.020881573173828404,0.41108752327077974,0.1689366128777903
16,0.1114636023566871,0.11504744715084449,0.06392672555941728,0.04212069895532925,0.037978392570343286,0.015337043696544615,0.0,0.0315565650952973,0.4152353842893596,0.16733414032617702
