ID,lvl1_культура,lvl1_экономика_и_финансы,lvl1_спорт,lvl1_наука_и_техника,lvl1_медиа,lvl1_бизнес,lvl1_происшествия,lvl1_силовые_структуры,lvl1_общество_и_путешествия,lvl1_политика
17,0.09688735341857034,0.0925538341337489,0.06695542068614767,0.04701888253318239,0.049790279542486236,0.0068607258152995464,0.00045124452713483877,0.05556035314562796,0.39881958120780586,0.18510232498999635
18,0.09967778097671745,0.10970702918448993,0.07057474572093916,0.029548990662227863,0.05101603551312471,0.00983122807153793,0.0006512146618249266,0.019795367532366766,0.4013912059438974,0.20780640173287396
19,0.09522990046100673,0.09812135552491308,0.07157622269240448,0.04297065616353534,0.05211839918610934,0.0030709719019199663,0.0,0.023212946456896193,0.3882449807848012,0.22545456682841378
20,0.1008528074816527,0.11847529178895455,0.07600517015835878,0.02504667248330672,0.05645843608582041,0.0012120887842150933,0.0,0.025794382158673138,0.3708220203911136,0.22533313066790506
21,0.1289523185029341,0.09458480349725568,0.07027697084998615,0.027142491885067812,0.07125970163716586,0.012275607620357402,0.0,0.03073834455348209,0.3506103342460685,0.21415942720768233
22,0.10286075376765863,0.1427481640840323,0.05024527347444738,0.05338697119915889,0.03328895790898314,0.011385513987643951,8.95102268113667e-05,0.011273732963594595,0.35662890800432395,0.23809221438334585
23,0.11580588954957466,0.11295265867423622,0.1028338480910168,0.05295221270235681,0.043092717883009043,0.007707346155855223,0.0,0.01492168020741804,0.36026456224430586,0.1894690844922273
24,0.14471037491049052,0.09290747033596507,0.05251881877366106,0.04586492532683255,0.047289248717428074,0.006891498325678331,0.0037313916227976773,0.013693129297911902,0.3872075748242065,0.2051855678650283
25,0.08286695508441053,0.07785245688405129,0.07504254933055478,0.059942489047515944,0.042132486196964004,0.0084470055070084,0.0,0.028667068365773242,0.4312312798947652,0.19381770968895667
26,0.09243718430764154,0.13016560132872032,0.04028933022135586,0.06279952847599717,0.0374481284044104,0.02099100791780818,0.0037789337331383603,0.017238405836114107,0.410811236020164,0.18404064375465007
27,0.10815407506698721,0.12073326664486907,0.03880563610360764,0.06697826492193963,0.03871535545271823,0.01113559529938548,0.001115683622005138,0.018559652693219336,0.4102578243589241,0.18554464583634425
28,0.10277373883749062,0.16998125552753593,0.04844339983809743,0.047531352598824295,0.03924497265806668,0.010434919044929398,0.0006312778409671897,0.01598218040726725,0.39654598101330385,0.16843092223351738
29,0.11421458385637577,0.17021782900203541,0.049307779611677593,0.040812164084339894,0.03288025944809833,0.0065631472038163085,0.000984083909513585,0.01410968878673532,0.3947636838056454,0.17614678029176234
30,0.10551156133534373,0.16464112677686263,0.06060144579283516,0.046215118798217485,0.03291368959218422,0.013013973548209795,1.3197576089202149e-05,0.014214971330163959,0.4071220809936868,0.15575283425640685
31,0.11580809275341146,0.16114814682002931,0.05862830406506722,0.044737933633253936,0.03235974864126159,0.016514086331029208,0.0009359583223955307,0.018741654002873014,0.4122672041268064,0.13885887130387226
32,0.131140158768398,0.15661644129570568,0.05465996600468928,0.04210508480221438,0.030973806440897148,0.013401350837371873,0.0009756609299707327,0.01506072800482959,0.41373944963693776,0.1413273532789855
33,0.13004915499963385,0.1569395279358357,0.0559893899962184,0.046033920694562025,0.03820495459403014,0.0140842846218205,0.00045418730166910885,0.015692220571923546,0.3900776697926448,0.152474689491662
34,0.141055928795797,0.15613927129286695,0.04537821532886232,0.04914373148189946,0.03535688080094228,0.01742426471322758,0.00030947293352185366,0.0108348078575404,0.3759893787769603,0.16836804801838195
35,0.1259991663409958,0.15525264300511554,0.051748812663486694,0.041218502757060765,0.03883763373063279,0.011628051029242664,0.0006004234853458634,0.010493740271569272,0.39297068587212935,0.17125034084442126
36,0.1203022925564191,0.15508506223938232,0.05839707994368559,0.04214108928575612,0.03465798065440403,0.013572679202768926,0.0,0.01334104345009423,0.4002509349990789,0.16225183766841084
37,0.12431756895574811,0.15326725241390546,0.05779721864664593,0.03380240851933426,0.03478227609428832,0.013884287958726914,0.0,0.00865923467039029,0.3743450652639578,0.199144687477003
38,0.13453201726942124,0.14294220068172242,0.05943874362078676,0.04270119763658043,0.036274985238082105,0.010312980017890633,0.0008815083641829127,0.013751965676777377,0.3650513963941763,0.1941130051003799
39,0.12285798789321128,0.11769018521880503,0.05823162340181133,0.05236864460021304,0.04323143496250521,0.00963860137241807,2.7441888181457906e-05,0.017006527848642823,0.3582370625936343,0.2207104902205774
40,0.13221220639302636,0.110509950870657,0.06577375403918917,0.04431366771914773,0.033730303400159374,0.010587726719922126,0.001220315844746778,0.011911777000528966,0.3665328005783136,0.223207497434309
41,0.10034562150054238,0.08697578343214714,0.05673718098243169,0.03956563828751655,0.04401945151431193,0.007273298621321042,0.0,0.010214108021123831,0.40766216881647366,0.24720674882413182
42,0.12343495864913863,0.10817475784195614,0.05402681680223277,0.05771483553656612,0.03827552098474924,0.011544827283237184,0.0,0.01047438651702391,0.3862104553139519,0.21014344107114416
43,0.11529384754402795,0.09084956785971998,0.08980727693565613,0.03734669508753916,0.049968773009291624,0.004362133972950761,0.0,0.0053633257313761415,0.3607837114468561,0.24622466841258212
44,0.10083324314942765,0.10932968876533969,0.0574841287679978,0.042249888448005486,0.06436116242577988,0.0022427040634800076,0.0,0.012640917074325578,0.34325948712698773,0.26759878017865624
45,0.10833830743925375,0.08504578165142161,0.09562991107510943,0.05231570198715783,0.05503103771395933,0.0011095088411271863,0.0,0.009615699499863777,0.3714519694839148,0.22146208230819245
46,0.09628434862055761,0.10786954348241923,0.08515252018998691,0.036443202959048626,0.05144249578005375,0.015981580813772524,7.020464792206704e-05,0.019575837122340813,0.38221450633986753,0.20496576004403105
47,0.09154053189465865,0.11680028460538983,0.10182988788349402,0.04146922181586665,0.024567421598279075,0.009797580152185013,0.0,0.002501186333516671,0.38576468834021693,0.22572919737639313
48,0.09268471944896456,0.09283328627767999,0.06279558868516566,0.055127883737140754,0.045343178735570304,0.010696897597670507,0.0,0.015933271844997206,0.415482830149057,0.20910234352375395
49,0.08741689470029408,0.11956177457474379,0.022530738453049606,0.04607578216739994,0.0368680460311512,0.02117271199069548,0.005093414709974827,0.013069020654000368,0.46843441711267136,0.17977719960601932
50,0.09425072217955341,0.12314268030351246,0.04833653128865036,0.05426047335473863,0.036367160078256716,0.010363550554605425,0.0,0.022337736751211326,0.39511929746061364,0.21582184802885795
51,0.09228522588002863,0.12301996370974103,0.043265277942121594,0.05227842021458402,0.04923530168891371,0.015519774626995728,0.0,0.0108258200016022,0.39742882497702486,0.21614139095898832
52,0.06985404789919765,0.17588190318803623,0.06163284488292285,0.028642637783287545,0.04133220128781394,0.012795426277048152,0.001722386207403728,0.01005821826342885,0.40769654395147864,0.19038379025938248
53,0.09469528945961142,0.16987156636407166,0.04770699491738029,0.04556716934089539,0.03392319891026921,0.006863400285321088,2.9582151034239622e-05,0.012449569717496898,0.41174901755747606,0.17714421129644373
54,0.10251917462493385,0.1481116804834444,0.054165446283005556,0.041075384047319606,0.0355747935553736,0.015219535048924251,0.0002613747271290544,0.012136697959946013,0.4338155837115702,0.15712032955835362
